Name	Country	Rating	Position
Michael Adams	ENG	2670	?
Viswanathan Anand	IND	2770	?
Boris Gelfand	ISR	2675	?
Anatoly Karpov	RUS	2735	?
Vladimir Kramnik	RUS	2790	?
Friso Nijboer	NED	2580	?
Jeroen Piket	NED	2575	?
Judit Polgar	HUN	2670	?
Valery Salov	RUS	2680	?
Alexei Shirov	ESP	2710	?
Jan H Timman	NED	2635	?
Veselin Topalov	BUL	2740	?
Paul Van der Sterren	NED	2555	?
Loek Van Wely	NED	2605	?
