Name	Country	Rating	Position
Carlsen, Magnus	NOR	2835	1
Mamedyarov, Shakhriyar	AZE	2817	3
Ding, Liren	CHN	2813	4
Giri, Anish	NED	2783	5
Kramnik, Vladimir	RUS	2777	7
Anand, Viswanathan	IND	2773	8
Nepomniachtchi, Ian	RUS	2763	13
Radjabov, Teimour	AZE	2757	14
Duda, Jan	POL	2738	19
Rapport, Richard	HUN	2731	23
Shankland, Samuel	USA	2725	27
Fedoseev, Vladimir	RUS	2724	28
Vidit, Santosh Gujrathi	IND	2695	45
Van Foreest, Jorden	NED	2612	192
