Name	Country	Rating	Position
Aronian, Levon	ARM	2812	2
Nakamura, Hikaru	USA	2789	3
Caruana, Fabiano	ITA	2782	6
Gelfand, Boris	ISR	2777	8
Karjakin, Sergey	RUS	2759	10
Dominguez, Leinier	CUB	2754	14
Giri, Anish	NED	2734	19
So, Wesley	PHL	2719	28
Naiditsch, Arkadij	GER	2718	29
Harikrishna, Pentala	IND	2706	42
Rapport, Richard	HUN	2691	56
Van Wely, Loek	NED	2672	77
