Name	Country	Rating	Position
Viswanathan Anand	IND	2784	?
Vassily Ivanchuk	UKR	2714	?
Rustam Kasimdzhanov	UZB	2595	?
Garry Kasparov	RUS	2812	?
Vladimir Kramnik	RUS	2751	?
Jeroen Piket	NED	2609	?
Dimitri Reinderman	NED	2542	?
Alexei Shirov	ESP	2726	?
Ivan Sokolov	NED	2610	?
Peter Svidler	RUS	2713	?
Jan H Timman	NED	2649	?
Veselin Topalov	BUL	2700	?
Loek Van Wely	NED	2636	?
Alex Yermolinsky	USA	2597	?
