Name	Country	Rating	Position
Anand, Viswanathan	IND	2786	2
Topalov, Veselin	BUL	2757	3
Kramnik, Vladimir	RUS	2754	4
Leko, Peter	HUN	2749	5
Adams, Michael	ENG	2741	7
Morozevich, Alexander	RUS	2741	6
Svidler, Peter	RUS	2735	8
Polgar, Judit	HUN	2728	9
Grischuk, Alexander	RUS	2710	13
Ponomariov, Ruslan	UKR	2700	16
Sokolov, Ivan	NED	2685	20
van Wely, Loek	NED	2679	24
Short, Nigel	ENG	2674	29
Bruzon, Lazaro	CUB	2652	47
