Name	Country	Rating	Position
Carlsen, Magnus	NOR	2810	1
Anand, Viswanathan	IND	2790	3
Kramnik, Vladimir	RUS	2788	4
Ivanchuk, Vassily	UKR	2749	8
Leko, Peter	HUN	2739	12
Shirov, Alexei	SPA	2723	20
Karjakin, Sergey	RUS	2720	21
Dominguez, Leinier	CUB	2712	25
Nakamura, Hikaru	USA	2708	28
Short, Nigel	ENG	2696	38
Caruana, Fabiano	ITA	2675	51
Tiviakov, Sergey	NED	2662	62
Smeets, Jan	NED	2657	73
van Wely, Loek	NED	2641	104
