Name	Country	Rating	Position
Carlsen, Magnus	NOR	2861	1
Aronian, Levon	ARM	2802	3
Caruana, Fabiano	ITA	2781	5
Karjakin, Sergey	RUS	2780	6
Anand, Viswanathan	IND	2772	7
Nakamura, Hikaru	USA	2769	9
Wang, Hao	CHN	2752	14
Leko, Peter	HUN	2735	19
Giri, Anish	NED	2726	29
Harikrishna, Pentala	IND	2698	49
van Wely, Loek	NED	2679	68
Sokolov, Ivan	NED	2667	82
L'Ami, Erwin	NED	2627	145
Hou, Yifan	CHN	2603	215
