Name	Country	Rating	Position
Yuri S Balashov	RUS	2595	?
Murray G. Chandler	ENG	2470	?
Larry M Christiansen	USA	2585	?
Vlastimil Hort	GER	2590	?
Robert Dr. Huebner	GER	2620	?
Lubomir Kavalek	USA	2590	?
Predrag Nikolic	BIH	2485	?
John Nunn	ENG	2590	?
Hans Ree	NED	2475	?
Gennadi Sosonko	NED	2580	?
Jaime Sunye Neto	BRA	2475	?
Mikhail Tal	LAT	2605	?
Jan H Timman	NED	2655	?
John Van Der Wiel	NED	2470	?
