Name	Country	Rating	Position
Michael Adams	ENG	2660	?
Viswanathan Anand	IND	2725	?
Alexey Dreev	RUS	2670	?
Boris Gelfand	ISR	2700	?
Robert Dr. Huebner	GER	2635	?
Vassily Ivanchuk	UKR	2735	?
Peter Leko	HUN	2625	?
Jeroen Piket	NED	2570	?
Alexei Shirov	ESP	2690	?
Ivan Sokolov	NED	2665	?
Jan H Timman	NED	2620	?
Sergei Tiviakov	NED	2625	?
Veselin Topalov	BUL	2700	?
Loek Van Wely	NED	2570	?
