Name	Country	Rating	Position
Andras Adorjan	HUN	2570	?
Ulf Andersson	SWE	2630	?
Alexander G Beliavsky	SLO	2565	?
Robert Dr. Huebner	GER	2620	?
Viktor Korchnoi	SUI	2635	?
Gert Ligterink	NED	2445	?
Anthony Miles	ENG	2610	?
Predrag Nikolic	BIH	2570	?
Hans Ree	NED	2480	?
Gennadi Sosonko	NED	2560	?
Eugenio Torre	PHI	2565	?
Vladimir B Tukmakov	UKR	2550	?
Paul Van der Sterren	NED	2475	?
John Van Der Wiel	NED	2515	?
