Name	Country	Rating	Position
Ulf Andersson	SWE	2535	?
Yuri S Balashov	RUS	2560	?
Johannes Donner	NED	2470	?
Bert Enklaar	NED	2410	?
Robert G. Hartoch	NED	2430	?
Vlastimil Hort	GER	2600	?
Kick Langeweg	NED	2425	?
Ljubomir Ljubojevic	SCG	2550	?
Miguel Najdorf	ARG	2540	?
Albin Planinc	YUG	2520	?
Hans Ree	NED	2480	?
Zoltan Ribli	HUN	2505	?
Laszlo Szabo	HUN	2555	?
Mikhail Tal	LAT	2625	?
Evgeni Vasiukov	RUS	2575	?
Coen Zuidema	NED	2430	?
