Name	Country	Rating	Position
Carlsen, Magnus	NOR	2814	1
Anand, Viswanathan	IND	2810	2
Aronian, Levon	ARM	2805	3
Kramnik, Vladimir	RUS	2784	4
Grischuk, Alexander	RUS	2773	7
Nakamura, Hikaru	USA	2751	10
Ponomariov, Ruslan	UKR	2744	11
Nepomniachtchi, Ian	RUS	2733	15
Wang, Hao	CHN	2731	17
Shirov, Alexei	SPA	2722	24
Vachier, Maxime	FRA	2715	31
Giri, Anish	NED	2686	52
Smeets, Jan	NED	2662	82
l'Ami, Erwin	NED	2628	138
