Name	Country	Rating	Position
Ulf Andersson	SWE	2560	?
Roman Dzindzichashvili	USA	2595	?
Nona Gaprindashvili	GEO	2405	?
Guillermo Garcia Gonzales	CUB	2490	?
Vlastimil Hort	GER	2600	?
Robert Dr. Huebner	GER	2595	?
Anthony Miles	ENG	2560	?
Juraj Nikolac	CRO	2450	?
Lev Polugaevsky	RUS	2625	?
Hans Ree	NED	2480	?
Gennadi Sosonko	NED	2535	?
Jan H Timman	NED	2625	?
