Name	Country	Rating	Position
Alexander G Beliavsky	SLO	2635	?
Lubomir Ftacnik	SVK	2545	?
Kiril Georgiev	BUL	2535	?
Viktor Korchnoi	SUI	2630	?
Sergey Kudrin	USA	2485	?
Gert Ligterink	NED	2450	?
Eric Lobron	GER	2505	?
John Nunn	ENG	2615	?
Lajos Portisch	HUN	2635	?
Hans Ree	NED	2455	?
Oleg M Romanishin	UKR	2570	?
Kevin Spraggett	CAN	2560	?
Jan H Timman	NED	2650	?
John Van Der Wiel	NED	2500	?
