Name	Country	Rating	Position
Laszlo Barczay	HUN	2470	?
Hans Bohm	NED	2445	?
Efim Geller	RUS	2590	?
Lubomir Kavalek	USA	2545	?
Bojan Kurajica	BIH	2530	?
Gert Ligterink	NED	2430	?
Anthony Miles	ENG	2555	?
Juraj Nikolac	CRO	2475	?
Fridrik Olafsson	ISL	2560	?
Gudmundur Sigurjonsson	ISL	2520	?
Gennadi Sosonko	NED	2530	?
Jan H Timman	NED	2590	?
