Name	Country	Rating	Position
Carlsen, Magnus	NOR	2840	1
So, Wesley	USA	2808	4
Karjakin, Sergey	RUS	2785	8
Aronian, Levon	ARM	2780	9
Giri, Anish	NED	2773	10
Nepomniachtchi, Ian	RUS	2767	11
Harikrishna, Pentala	IND	2766	12
Eljanov, Pavel	UKR	2755	15
Wojtaszek, Radoslaw	POL	2750	18
Andreikin, Dmitri	RUS	2736	24
Wei, Yi	CHN	2704	38
Rapport, Richard	HUN	2702	40
Van Wely, Loek	NED	2695	49
Adhiban, Baskaran	IND	2653	102
