Name	Country	Rating	Position
Ulf Andersson	SWE	2480	?
Johannes Donner	NED	2500	?
Svetozar Gligoric	SCG	2600	?
Vlastimil Hort	GER	2600	?
Robert Dr. Huebner	GER	2590	?
Borislav Ivkov	SCG	2570	?
Viktor Korchnoi	SUI	2660	?
Frans A Kuijpers	NED	2420	?
Kick Langeweg	NED	2400	?
Levente Lengyel	HUN	2490	?
Henrique Mecking	BRA	2550	?
Miguel Najdorf	ARG	2560	?
Fridrik Olafsson	ISL	2570	?
Tigran V Petrosian	ARM	2640	?
Hans Ree	NED	2420	?
Carel Van den Berg	NED	2450	?
