Name	Country	Rating	Position
Walter S. Browne	USA	2550	?
Johannes Donner	NED	2485	?
Semyon Furman	RUS	2560	?
Efim Geller	RUS	2600	?
Svetozar Gligoric	SCG	2575	?
Vlastimil Hort	GER	2600	?
Robert Dr. Huebner	GER	2615	?
Lubomir Kavalek	USA	2555	?
Frans A Kuijpers	NED	2445	?
Kick Langeweg	NED	2410	?
Luben Popov	BUL	2460	?
Lajos Portisch	HUN	2635	?
Hans Ree	NED	2470	?
Jan Smejkal	CZE	2600	?
Gennadi Sosonko	NED	2470	?
Jan H Timman	NED	2510	?
