Name	Country	Rating	Position
Ivanchuk, Vassily	UKR	2779	3
Carlsen, Magnus	NOR	2776	4
Morozevich, Alexander	RUS	2771	5
Radjabov, Teymour	AZE	2761	6
Movsesian, Sergei	SLO	2751	10
Aronian, Levon	ARM	2750	11
Wang, Yue	CHN	2739	13
Kamsky, Gata	USA	2725	17
Dominguez, Leinier	CUB	2717	23
Adams, Michael	ENG	2712	24
Karjakin, Sergei	UKR	2706	27
van Wely, Loek	NED	2625	1000
Stellwagen, Daniel	NED	2612	1001
Smeets, Jan	NED	2601	1002
