Name	Country	Rating	Position
Ulf Andersson	SWE	2600	?
Glenn C. Flear	ENG	2495	?
Lev Gutman	GER	2530	?
Krunoslav Hulak	CRO	2540	?
Viktor Korchnoi	SUI	2620	?
Ljubomir Ljubojevic	SCG	2620	?
Anthony Miles	ENG	2565	?
Jesus Nogueiras	CUB	2565	?
Helgi Olafsson	ISL	2550	?
Nigel Short	ENG	2615	?
Gennadi Sosonko	NED	2530	?
Paul Van der Sterren	NED	2520	?
John Van Der Wiel	NED	2590	?
Alonso Zapata	COL	2505	?
