Name	Country	Rating	Position
Ulf Andersson	SWE	2545	?
Lubomir Kavalek	USA	2570	?
Viktor Korchnoi	SUI	2665	?
Henrique Mecking	BRA	2630	?
Anthony Miles	ENG	2565	?
Miguel Najdorf	ARG	2525	?
Oscar Panno	ARG	2580	?
Lajos Portisch	HUN	2630	?
Hans Ree	NED	2500	?
Gennadi Sosonko	NED	2575	?
Jan H Timman	NED	2585	?
Paul Van der Sterren	NED	2400	?
