Name	Country	Rating	Position
Igor V. Glek	GER	2620	?
Julio E Granda Zuniga	PER	2620	?
Miguel Illescas Cordoba	ESP	2635	?
Viktor Korchnoi	SUI	2635	?
Joel Lautier	FRA	2630	?
Predrag Nikolic	BIH	2655	?
Alexander Onischuk	USA	2580	?
Jeroen Piket	NED	2640	?
Valery Salov	RUS	2665	?
Nigel Short	ENG	2690	?
Ivan Sokolov	NED	2615	?
Jan H Timman	NED	2630	?
Loek Van Wely	NED	2645	?
Alex Yermolinsky	USA	2630	?
