Name	Country	Rating	Position
Viswanathan Anand	IND	2525	?
Joel Benjamin	USA	2545	?
Rudy C Douven	NED	2445	?
Kiril Georgiev	BUL	2590	?
Julio E Granda Zuniga	PER	2500	?
Anthony Miles	ENG	2520	?
Predrag Nikolic	BIH	2605	?
Jeroen Piket	NED	2500	?
Zoltan Ribli	HUN	2625	?
Gyula Sax	HUN	2610	?
Ivan Sokolov	NED	2580	?
Vitaly Tseshkovsky	RUS	2520	?
Rafael A Vaganian	ARM	2600	?
John Van Der Wiel	NED	2560	?
