Name	Country	Rating	Position
Michael Adams	ENG	2715	?
Viswanathan Anand	IND	2769	?
Garry Kasparov	RUS	2851	?
Viktor Korchnoi	SUI	2659	?
Vladimir Kramnik	RUS	2758	?
Peter Leko	HUN	2725	?
Smbat G Lputian	ARM	2605	?
Alexander Morozevich	RUS	2748	?
Predrag Nikolic	BIH	2659	?
Jeroen Piket	NED	2633	?
Judit Polgar	HUN	2658	?
Nigel Short	ENG	2683	?
Jan H Timman	NED	2655	?
Loek Van Wely	NED	2646	?
