Name	Country	Rating	Position
Viswanathan Anand	IND	2555	?
Ulf Andersson	SWE	2630	?
Maxim Dlugy	USA	2525	?
Yury Dokhoian	RUS	2540	?
Mikhail Gurevich	TUR	2645	?
Viktor Korchnoi	SUI	2625	?
Marinus Kuijf	NED	2490	?
Friso Nijboer	NED	2485	?
John Nunn	ENG	2600	?
Margeir Petursson	ISL	2555	?
Jeroen Piket	NED	2495	?
Lajos Portisch	HUN	2605	?
Nigel Short	ENG	2635	?
John Van Der Wiel	NED	2550	?
