Name	Country	Rating	Position
Topalov, Veselin	BUL	2801	2
Anand, Viswanathan	IND	2792	3
Aronian, Levon	ARM	2752	5
Leko, Peter	HUN	2740	7
Ivanchuk, Vassily	UKR	2729	8
Gelfand, Boris	ISR	2723	9
Bacrot, Etienne	FRA	2717	12
Mamedyarov, Shakhriyar	AZE	2709	15
Adams, Michael	ENG	2707	17
Sokolov, Ivan	NED	2689	24
Kamsky, Gata	USA	2686	25
Tiviakov, Sergey	NED	2669	33
Karjakin, Sergey	UKR	2660	42
van Wely, Loek	NED	2647	59
