Name	Country	Rating	Position
Carlsen, Magnus	NOR	2844	1
Giri, Anish	NED	2798	3
Caruana, Fabiano	USA	2787	5
So, Wesley	USA	2773	10
Karjakin, Sergey	RUS	2769	11
Ding, Liren	CHN	2766	12
Eljanov, Pavel	UKR	2760	13
Mamedyarov, Shakhryar	AZE	2747	19
Adams, Michael	ENG	2744	20
Navara, David	CZE	2730	25
Tomashevsky, Evgeny	RUS	2728	26
Wei, Yi	CHN	2706	37
Hou, Yifan	CHN	2673	68
Van Wely, Loek	NED	2640	126
