Name	Country	Rating	Position
Carlsen, Magnus	NOR	2835	1
Aronian, Levon	ARM	2805	2
Radjabov, Teymour	AZE	2773	5
Topalov, Veselin	BUL	2770	6
Karjakin, Sergey	RUS	2769	7
Ivanchuk, Vassily	UKR	2766	8
Gashimov, Vugar	AZE	2761	10
Nakamura, Hikaru	USA	2759	12
Gelfand, Boris	ISR	2739	16
Caruana, Fabiano	ITA	2736	17
Kamsky, Gata	USA	2732	20
Giri, Anish	NED	2714	28
Navara, David	CZE	2712	30
Van Wely, Loek	NED	2692	54
