Name	Country	Rating	Position
Michael Adams	ENG	2746	?
Viswanathan Anand	IND	2790	?
Alexei Fedorov	BLR	2575	?
Vassily Ivanchuk	UKR	2717	?
Garry Kasparov	RUS	2849	?
Vladimir Kramnik	RUS	2772	?
Peter Leko	HUN	2745	?
Alexander Morozevich	RUS	2745	?
Jeroen Piket	NED	2632	?
Alexei Shirov	ESP	2718	?
Jan H Timman	NED	2629	?
Sergei Tiviakov	NED	2597	?
Veselin Topalov	BUL	2718	?
Loek Van Wely	NED	2700	?
