Name	Country	Rating	Position
Joris Brenninkmeijer	NED	2500	?
Vladimir Epishin	RUS	2620	?
Boris Gelfand	ISR	2665	?
Robert Dr. Huebner	GER	2615	?
Viktor Korchnoi	SUI	2585	?
Predrag Nikolic	BIH	2635	?
John Nunn	ENG	2615	?
Jeroen Piket	NED	2615	?
Alfonso Romero Holmes	ESP	2490	?
Valery Salov	RUS	2655	?
Gyula Sax	HUN	2600	?
Yasser Seirawan	USA	2600	?
John Van Der Wiel	NED	2540	?
Loek Van Wely	NED	2560	?
