Name	Country	Rating	Position
Lev O Alburt	USA	2515	?
Peter Biyiasas	USA	2485	?
Hans Bohm	NED	2430	?
Walter S. Browne	USA	2540	?
Robert E Byrne	USA	2530	?
Viktor Korchnoi	SUI	2695	?
Vladimir Kovacevic	SCG	2510	?
Gert Ligterink	NED	2455	?
Hans Ree	NED	2520	?
Yasser Seirawan	USA	2510	?
Gudmundur Sigurjonsson	ISL	2475	?
Jaime Sunye Neto	BRA	2415	?
Jan H Timman	NED	2600	?
John Van Der Wiel	NED	2465	?
