Name	Country	Rating	Position
Carlsen, Magnus	NOR	2862	1
Caruana, Fabiano	ITA	2820	2
Aronian, Levon	ARM	2797	6
Giri, Anish	NED	2784	7
So, Wesley	USA	2762	10
Vachier, Maxime	FRA	2757	13
Wojtaszek, Radoslaw	POL	2744	15
Radjabov, Teimour	AZE	2734	20
Ding, Liren	CHN	2732	22
Jobava, Baadur	GEO	2727	26
Ivanchuk, Vasil	UKR	2715	33
Hou, Yifan	CHN	2673	70
Van Wely, Loek	NED	2667	81
Saric, Ivan	CRO	2666	82
