Name	Country	Rating	Position
Topalov, Veselin	BUL	2783	1
Anand, Viswanathan	IND	2779	2
Kramnik, Vladimir	RUS	2766	3
Aronian, Levon	ARM	2744	7
Radjabov, Teymour	AZE	2729	11
Svidler, Peter	RUS	2728	12
Ponomariov, Ruslan	UKR	2723	14
Navara, David	CZE	2719	15
Shirov, Alexey	ESP	2715	17
Carlsen, Magnus	NOR	2690	24
van Wely, Loek	NED	2683	26
Tiviakov, Sergey	NED	2682	27
Karjakin, Sergey	UKR	2678	29
Motylev, Alexander	RUS	2647	58
