Name	Country	Rating	Position
Ulf Andersson	SWE	2610	?
Walter S. Browne	USA	2555	?
Florin Gheorghiu	ROM	2545	?
Kick Langeweg	NED	2455	?
Anthony Miles	ENG	2590	?
Hans Ree	NED	2485	?
Gyula Sax	HUN	2560	?
Gennadi Sosonko	NED	2595	?
Evgeny Sveshnikov	LAT	2535	?
Mark E Taimanov	RUS	2500	?
Jan H Timman	NED	2620	?
Eugenio Torre	PHI	2550	?
Wolfgang Unzicker	GER	2515	?
